genes	NC	NNC	NNT	NT
Gm27221	0	0	0	0
Gm27828	0	0	0	0
Gm27233	0	0	0	0
Mir6346	0	0	0	0
Rpl24	1652	719	593	1035
Gm18014	10	3	6	13
Mir6358	0	0	0	0
Ranbp2-ps8	0	0	0	0
Mir6908	0	0	0	0
Mir7687	0	0	0	0
Gm27529	0	0	0	0
Mir6936	0	0	0	0
A330093E20Rik	0	0	0	0
Mir7670	0	0	0	0
Mir8091	0	0	0	0
Mir6355	0	0	0	0
Mir6900	0	0	0	0
Mir6715	0	0	0	0
Obox4-ps1	0	0	0	0
Mir6973a	0	0	0	0
Gm27194	7	0	1	3
Mir6991	0	0	0	0
Gm27204	0	0	0	0
Gm19872	0	0	0	0
Mir6918	0	0	0	0
Mir6980	0	0	0	0
Gm27970	0	0	0	0
Mir7224	0	0	0	0
Mir6540	0	0	0	0
Gm28039	0	0	0	0
Gm27459	0	0	0	0
1700027I24Rik	0	0	0	0
Gm27781	0	0	0	0
Gm28040	0	0	0	0
Gm27460	0	0	0	0
Gm27782	0	0	0	0
Gtpbp4-ps2	0	0	0	0
Mir8118	0	0	0	0
Gm27191	0	0	0	0
Gm27953	0	0	0	0
Nr1h2-ps	0	0	0	0
Gm27952	0	0	0	0
Mir21b	0	0	0	0
Mir7683	0	0	0	0
Mir6926	0	0	0	0
1190002F15Rik	64	13	19	74
Mir7038	0	0	0	0
Vis1	1	0	3	2
5830468F06Rik	0	0	0	0
Gm27275	0	0	0	0
Mir7048	0	0	0	0
Dlx6os1	0	0	0	0
Mir7087	0	0	0	0
Gm27271	1	0	0	0
Mir6966	0	0	0	0
Gtpbp4-ps1	0	0	0	0
Mir7069	0	0	0	0
2310009A05Rik	113	88	61	97
Gm27158	0	0	0	0
Mir7043	0	0	0	0
Gm27156	0	0	0	0
Mir6388	0	0	0	0
Mir6941	0	0	0	0
Mir6977	0	0	0	0
Gm27253	0	0	0	0
Mir6944	0	0	0	0
Gm27849	0	0	0	0
Mir6240	0	0	0	0
Mir3473f	0	0	0	0
Gm27847	0	0	0	0
Mir6986	0	0	0	0
Mir6339	0	0	0	0
Btg1-ps2	0	0	0	0
Gm27711	0	0	0	0
Gm27551	0	0	0	0
Gm27507	0	0	0	0
Mir7057	0	0	0	0
Rpap3-ps2	0	0	0	0
Gm27553	0	0	0	0
Gm27552	0	0	0	0
Mir7094-2	0	0	0	0
Gm27164	0	0	0	0
Mir7649	0	0	0	0
4930535O05Rik	0	0	0	0
Mir7086	0	0	0	0
Mir130c	0	0	0	0
Mir6993	0	0	0	0
Gm27646	0	0	0	0
Gm27647	0	0	0	0
Mir145b	0	0	0	0
Gm27645	0	0	0	0
Gm27648	0	0	0	0
Gm2274	558	500	465	0
Gm19541	0	0	0	0
Gm28037	0	0	0	0
Gm27679	0	0	0	0
Gm28043	766	832	940	1054
Mir6907	0	0	0	0
Gm27864	0	0	0	0
Mir6347	0	0	0	0
Mir6939	0	0	0	0
Mir7225	0	0	0	0
Gtpbp4-ps4	0	0	0	0
Gm27197	0	0	0	0
Gm27500	0	0	0	0
Ranbp2-ps10	0	0	0	0
Pet117	8	0	14	0
Mir8109	0	0	0	0
Mir6983	0	0	0	0
Gm3434	0	0	0	0
Gm27208	0	0	0	0
Gm28001	0	0	0	0
Gm28000	0	0	0	0
Gm27999	0	0	0	0
Gm27998	0	0	0	0
Gm27997	0	0	0	0
Mir7669	0	0	0	0
Gm27995	0	0	0	0
Mir7680	0	0	0	0
Mir6377	0	0	0	0
Gm27409	0	0	0	0
Gm27415	0	0	0	0
Mrip-ps	5	7	4	6
Gm27414	0	0	0	0
Mir7222	0	0	0	0
Mir6348	0	0	0	0
Mir6237	0	0	0	0
Gm27410	0	0	0	0
Mir1957b	0	0	0	0
Gm7870	0	0	0	1
Mir6990	0	0	0	0
Mir6909	0	0	0	0
Mir6928	0	0	0	0
Mir7117	0	0	0	0
Mir6379	0	0	0	0
Gm27723	0	0	0	0
Mir6963	0	0	0	0
Gm27249	0	0	0	0
Gm27190	0	0	0	0
Mir7016	0	0	0	0
Gm27993	0	0	0	0
Gm27202	0	0	0	0
Gm24949	0	0	0	0
Gm27149	0	0	0	0
Gm2260	120	0	0	82
Gm27226	0	0	0	0
Gm27494	0	0	0	0
Mir7666	0	0	0	0
Gm27493	0	0	0	0
Mir6391	0	0	0	0
2010110E17Rik	17	20	10	17
Gm27492	0	0	0	0
Gm27490	0	0	0	0
Mir195b	0	0	0	0
Gm27178	0	0	0	0
Hm629797	45	31	33	54
Mir6537	0	0	0	0
Mir6959	0	0	0	0
Mir7681	0	0	0	0
Gm27811	0	0	0	0
Mir6972	0	0	0	0
Mir7242	0	0	0	0
Gm27184	5	1	1	2
Mir6362	0	0	0	0
Gm7467	1	0	0	0
Mir6952	0	0	0	0
Gm27501	0	0	0	0
Mir6997	0	0	0	0
Mir7032	0	0	0	0
Gm27428	0	0	0	0
Gm12117	0	0	0	0
Mir8097	0	0	0	0
Mir6971	0	0	0	0
Gm27308	0	0	0	0
Mir6970	0	0	0	0
Crs-ps	0	0	0	0
Gm27694	0	0	0	0
Cphx2	0	0	0	0
Mir7002	0	0	0	0
Mir1668	0	0	4	0
Gm27350	0	0	0	0
Gm27591	0	0	0	0
Gm27186	1	3	3	2
Ranbp2-ps4	0	0	0	0
C1rb	0	0	0	0
Gm27203	0	0	0	0
Gm27887	0	0	0	0
Mir7083	0	0	0	0
Mir6919	0	0	0	0
Mir6982	0	0	0	0
Gm27852	0	0	0	0
Gm27853	5	3	5	2
Gm27851	0	0	0	0
Gm27263	0	0	0	0
Mir6387	0	0	0	0
Gm27387	0	0	0	0
Mir6363	0	0	0	0
Mir7078	0	0	0	0
Gm27280	0	0	0	0
Gm6956	0	0	0	0
Gm27385	0	0	0	0
Mir6899	0	0	0	0
Pla2g4b	0	2	0	8
Mir7678	0	0	0	0
Mir7089	0	0	0	0
Gm27688	0	0	0	0
Gm19353	6	3	8	5
Mir6383	0	0	0	0
Gm27690	0	0	0	0
1810026B05Rik	781	1066	751	887
Mir6932	0	0	0	0
Mir8099-2	0	0	0	0
Mir6975	0	0	0	0
Mir6396	0	0	0	0
Gm19272	0	0	0	0
Gm27511	0	0	0	0
Gm27937	0	0	0	0
Mir6351	0	0	0	0
Gm14496	0	0	0	0
Phf20-ps	0	0	0	0
Gm27935	0	0	0	0
Ranbp2-ps2	0	0	0	0
Rgs21	0	0	0	0
Mir6968	0	0	0	0
Mir7072	0	0	0	0
Mir6399	0	0	0	0
Gm27663	0	0	0	0
Gm27195	0	0	0	0
Mir7651	0	0	0	0
Gm27668	0	0	0	0
Gm27166	0	0	0	0
Ranbp2-ps1	0	0	0	0
Mir7243	0	0	0	0
Mir6412	0	0	0	0
Gm19015	0	0	0	0
Gm27365	0	1	0	0
Gm27366	0	0	0	0
Mir6961	0	0	0	0
Zfp572	0	0	0	0
Gm27362	0	0	0	0
Gm28051	0	0	0	0
Mir7041	0	0	0	0
Mir7065	0	0	0	0
Mir6373	0	0	0	0
Gm27167	0	1	0	1
Gm27869	0	0	0	0
Gm27868	0	0	0	0
Gm27867	0	0	0	0
Gm27866	0	0	0	0
Mir133c	0	0	0	0
Mir7059	0	0	0	0
Gm27535	0	0	0	0
Gm27532	0	0	0	0
Gm27533	0	0	0	0
Mir7211	0	0	0	0
Mir6921	0	0	0	0
Mir6996	0	0	0	0
Gm5269	0	0	0	0
Mir7079	0	0	0	0
Gm27217	0	0	0	0
Mir3569	0	0	0	0
Mir6341	0	0	0	0
Kctd12	6827	9821	8727	7267
Mir7049	0	0	0	0
Gm15013	5	2	2	1
Gm27530	0	0	0	0
Gtpbp4-ps5	0	0	0	0
Mir6910	0	0	0	0
Mir6402	0	0	0	0
Ranbp2-ps3	0	0	0	0
Gm27760	0	0	0	0
Gm27761	0	0	0	0
Gm27762	0	0	0	0
Mir6987	0	0	0	0
Mir7020	0	0	0	0
Gm27444	0	0	0	0
Gm27443	0	0	0	0
Gm27232	28	19	22	19
Mir7037	0	0	0	0
Gm27446	0	0	0	0
Gm27445	0	0	0	0
Gm27449	0	0	0	0
Mir6937	0	0	0	0
Mir7023	0	0	0	0
Mir7080	0	0	0	0
Mir7044	0	0	0	0
Gm27910	0	0	0	0
Gm27775	0	0	0	0
Mir6340	0	0	0	0
Gm27353	0	1	0	0
Gm1113	0	0	0	0
Gm27631	0	0	0	0
Mir6917	0	0	0	0
Mir7064	0	0	0	0
Gm27628	0	0	0	0
Gm27957	0	0	0	0
Mir7226	0	0	0	0
Mir6418	0	0	0	1
Pou6f1	0	0	0	0
Gm27627	0	0	0	0
Mir6929	0	0	0	0
Gm27297	0	0	0	0
Mir6946	0	0	0	0
Gm27798	0	0	0	0
Gm27295	0	3	4	2
Mir6903	0	0	0	0
Mir6360	0	0	0	0
Mir6981	0	0	0	0
Anxa11os	105	100	160	179
Mir6343	0	0	0	0
Mir6241	0	0	0	0
Mir6931	0	0	0	0
Gm27301	0	0	0	0
Gm27300	0	0	0	0
Gm27299	0	0	0	0
Mir6401	0	0	0	0
Gm27209	0	0	0	0
Gm27740	0	0	0	0
Gm27974	0	0	0	0
Mir8112	0	0	0	0
Mir7036	0	0	0	0
Mir6953	0	0	0	0
Gm27972	4	2	1	6
4930524O08Rik	0	0	0	0
Gm27976	0	0	0	0
Gm27975	0	0	0	0
Gm27198	0	0	0	0
Mir6957	0	0	0	0
Mir7665	0	0	0	0
Mir8096	0	0	0	0
Gm27741	0	0	1	1
Gm27742	0	0	0	0
Gm27743	0	0	0	0
Gm14214	0	0	0	0
Rnu3b4	0	0	124	0
Gm27977	0	0	0	0
Bsph2-ps	0	0	0	0
Gm27201	0	2	0	2
Mir7084	0	0	0	0
Mir6239	0	0	0	0
Gm27199	0	0	0	0
Gm28048	424	695	445	650
Mir6999	0	0	0	0
Gm27671	0	0	0	0
Gm27672	0	0	0	0
Gm27676	0	0	0	0
Mir7011	0	0	0	0
Mir7028	0	0	0	0
Gm27675	0	0	0	0
Mir6338	0	0	0	0
1110015O18Rik	0	0	0	0
Mir6336	0	0	0	0
Mir7052	0	0	0	0
Gm27582	0	0	0	0
Mir6958	0	0	0	0
Gm27588	0	0	0	0
Gm27587	0	0	0	0
Mir6950	0	0	0	0
Gm27585	0	0	0	0
Gm27210	0	0	0	0
Gm27580	0	0	0	0
Gm27818	1	0	1	2
Mir7075	0	0	0	0
Mir6911	0	0	0	0
Gm27813	1	0	0	1
Mir6364	0	0	0	0
Mir6359	0	0	0	0
Mir7684	0	0	0	0
Mroh6	11	3	4	2
Mir7688	0	0	0	0
Mir6898	0	0	0	0
Otx2os1	0	0	0	0
Gm27817	0	0	0	0
Gm27246	0	0	0	0
Gm27224	0	0	0	0
Mir6973b	0	0	0	0
Mir7k	0	0	0	0
Gm27820	0	0	0	0
Mir6345	0	0	0	0
Gm27316	0	0	0	1
Gm27317	0	0	0	0
Gm28041	2	3	3	1
Gm27619	0	0	0	0
Gm27506	0	0	0	0
Gm27618	0	0	0	0
Gm27617	0	0	0	0
Gm27315	0	0	0	0
Mir6960	0	0	0	0
Gm27525	0	0	0	0
Mir6914	0	0	0	0
1500015A07Rik	52	35	46	78
Gm27527	0	0	0	0
Mir6934	0	0	0	0
Gm3428	0	0	0	0
Mir6979	0	0	0	0
Gm27236	0	0	0	0
Gm27252	15	12	11	15
Gm27528	0	0	0	0
Mir7067	0	0	0	0
Gm28030	0	0	0	0
Mir7010	0	0	0	0
Rps2-ps5	0	0	0	0
Mir7663	0	0	0	0
Gm28053	0	0	0	0
Gm28033	0	0	0	0
Gm28032	0	0	0	0
Mir496b	0	0	0	0
Mir7212	0	0	0	0
Gm27239	0	0	0	0
Mir6357	0	0	0	0
Gm27331	0	0	0	0
Gm27332	0	0	0	0
Gm27335	0	0	0	0
Mir6417	0	0	0	0
1700017I07Rik	0	0	0	0
Gm27336	0	0	0	0
Gm27200	0	0	0	0
Mir6407	0	0	0	0
Mir7027	0	0	0	0
Gm27834	0	0	0	0
Gm27833	0	0	0	0
Mir6335	0	0	0	0
Mir7005	0	0	0	0
Gm27838	0	0	0	0
Mir7014	0	0	0	0
Gm27151	0	0	0	0
Gm27475	0	0	0	0
Obox4-ps2	0	0	0	0
Gm27476	0	0	0	0
Gm27927	0	0	0	0
Ranbp2-ps7	0	0	0	0
Gm27825	0	0	0	0
Gm27216	0	0	0	0
Gm27189	0	0	0	0
Gm27477	0	0	0	0
Gm27653	0	0	0	0
Mir7672	0	0	0	0
Mir6897	0	0	0	0
Gm28045	0	0	0	0
Gm27651	0	0	0	0
Mir378d	0	0	0	0
Gm27313	0	0	0	0
7630403G23Rik	0	0	0	0
Mir7063	0	0	0	0
Gm27247	0	0	0	0
Gm18821	3	4	4	14
Mir7045	0	0	0	0
Nkx2-2os	0	0	0	0
Mir7667	0	0	0	0
Mir7685	0	0	0	0
Mir6386	0	0	0	0
Gm27755	0	0	0	0
Gm27207	0	0	0	0
Mir8103	0	0	0	0
Gm27440	0	0	0	0
Mir6538	0	0	2	0
Gm27441	0	0	0	0
Gm27179	0	0	0	3
Mir6930	0	0	0	0
Gm27435	0	0	0	0
Gm27438	0	0	0	0
Gm27437	0	0	0	0
Gm27231	0	0	1	0
Gm8602	0	0	0	0
Mir6390	0	0	0	0
Gm28044	2	1	1	2
Mrps36-ps3	0	0	0	0
Mir7050	0	0	0	0
Gm27174	0	0	0	0
Mir6395	0	0	0	0
Mir6995	0	0	0	0
Mir7088	0	0	0	0
Gm27342	0	0	0	0
Jmjd7	26	4	24	16
Mir6942	0	0	0	0
Gm27402	0	0	0	0
Gm27401	0	0	0	0
Gm27286	0	0	0	0
Gm28038	0	0	0	0
Gm27403	0	0	0	0
Gm27163	0	2	0	0
Mir6344	0	0	0	0
Gm27288	0	0	0	0
Trgj4	0	0	0	0
Gm27244	3	0	0	0
Gm27255	0	0	0	0
Mir7046	0	0	0	0
Gm27468	0	0	0	0
Gm27470	0	0	0	0
Mir300	0	0	0	0
Mir7009	0	0	0	0
Gm27471	0	0	0	0
Mir6913	0	0	0	0
Mir7578	0	0	0	0
Gm27326	0	0	0	0
Igkv19-93	857	761	479	433
Gm27785	0	0	0	0
Gm27786	0	0	0	0
Mir6409	0	0	0	0
Gm27783	0	0	0	0
Gm27784	0	0	0	0
Gm27284	0	0	0	0
Gm27397	0	0	0	0
Mir7039	0	0	0	0
Mir8111	0	0	0	0
Mir7006	0	0	0	0
Gm27285	0	0	0	0
Mir7677	0	0	0	0
Gm27399	0	0	0	0
Gm27283	0	0	0	0
Mir6354	0	0	0	0
Mir7024	0	0	0	0
Mir7119	0	0	0	0
Kdm4dl	0	0	0	0
Mir6349	0	0	0	0
4932415M13Rik	0	0	0	0
Gm27572	0	0	0	0
Gm20111	1	2	2	1
Mir381	0	0	0	0
Mir7054	0	0	0	0
Mir7679	0	0	0	0
Gm27907	0	0	0	0
Gm27240	2	5	4	9
Mir6992	0	0	0	0
Gm27894	0	0	0	0
Gm27905	0	0	0	0
Gm27235	0	0	0	0
Gm27893	0	0	0	0
Gm27892	0	0	0	0
Gm27390	0	0	0	0
Mir6353	0	0	0	0
Gm27392	0	0	0	0
Gm27393	0	0	0	0
Gm5118	0	0	0	0
Mir6923	0	0	0	0
Mir8113	0	0	0	0
Gm27395	1	0	0	4
Mir6541	0	0	0	0
Gm27389	1	0	0	0
Gm27704	0	0	0	0
Ranbp2-ps9	0	0	0	0
Mir6378	0	0	0	0
Mir8101	0	0	0	0
Gm27703	0	0	0	0
Gm27702	0	0	0	0
Mir6539	0	0	0	0
Gm27463	0	0	0	0
Gm27466	0	0	0	0
Gm27465	0	0	0	0
Mir6381	0	0	0	0
Mir7668	0	0	0	0
Gm27960	0	0	0	0
Gm27211	0	0	3	0
Mir6350	0	0	0	0
Gm27959	0	0	0	0
Gm27964	0	0	0	0
Mir7675	0	0	0	0
Gm27238	0	0	0	0
Mir6927	0	0	0	0
Mir6392	0	0	0	0
Gm27430	0	0	0	0
Mir7689	0	0	0	0
Mir7659	0	0	0	0
Mir6385	0	0	0	0
Mir6413	0	0	0	0
Gm18486	0	0	0	0
Gm27206	2	0	1	0
Mir7008	0	0	0	0
Gm27753	0	0	0	0
Gm17828	13	9	10	6
Gm27234	0	0	0	0
Gm21013	0	0	0	0
Mir3473g	0	0	0	0
Gm19013	0	0	0	0
Gm27754	0	0	0	0
Gm27839	0	0	0	0
Gm18190	0	0	0	0
Gm28023	0	0	0	0
Gm28022	0	0	0	0
Mir6998	0	0	0	0
Zfp953	227	176	129	183
Mir7652	0	0	0	0
Mir7082	0	0	0	0
Gm27931	0	0	0	0
Gm27161	0	0	0	0
Mir6416	0	0	0	0
1500004A13Rik	164	95	126	186
Gm27747	0	0	0	0
Rpl15-ps2	12	2	2	11
Gm27749	0	0	0	0
Mir7654	0	0	0	0
Mir6481	0	0	0	0
Mir8102	0	0	0	0
Gm27427	0	0	0	0
Mir8106	0	0	0	0
Tmem185b	444	340	224	343
Gm27245	0	0	0	0
Rnu3b2	0	0	84	0
Mir6904	0	0	0	0
Mir6988	0	0	0	0
Mir6400	0	0	0	0
Mir8099-1	0	0	0	0
Mir6410	0	0	0	0
Gm18853	183	146	12	112
Gm27225	0	0	0	0
Mir7241	0	0	0	0
Mir6393	0	0	0	0
Gm27919	0	0	0	0
Gm27639	0	0	0	0
Gm27157	0	0	0	0
Mir8100	0	0	0	0
Rnu3b1	504	141	298	1295
Mir8120	0	0	0	0
Gm27150	0	0	0	0
Gm27636	0	0	0	0
Vmn1r-ps5	0	0	0	0
Gm27640	0	0	0	0
Gm27160	0	0	0	0
Gm28036	450	512	353	377
Mir7647	0	0	0	0
Mir6405	0	0	0	0
Gm27348	0	0	0	0
Mir7658	0	0	0	0
Mir6935	0	0	0	0
Gm27855	0	0	0	0
Mir8105	0	0	0	0
Mir6933	0	0	0	0
Gm27230	0	0	0	1
Mir7056	0	0	0	0
Mir6949	0	0	0	0
Gm27698	0	0	0	0
Gm27699	0	0	0	0
Gm27700	0	0	0	0
Gm27844	0	0	0	0
Gm27701	0	0	0	0
Gm27845	0	0	0	0
Gm27843	0	0	0	0
Gm27695	0	0	0	0
Gm27549	0	0	0	0
Mir8093	0	0	0	0
Mir6236	18	8	4	19
Gm27505	0	0	0	0
Gm27177	0	8	0	0
Mir6769b	0	0	0	0
Gm27196	0	0	0	0
Gm27545	0	0	0	0
Gm27544	0	0	0	0
Mir6397	0	0	0	0
Mir7236	0	0	0	0
Gm28002	0	0	0	0
Gm28003	0	0	0	0
Mir6420	0	0	0	0
Gm27219	1	1	0	1
Gm28006	0	0	0	0
Gm8982	0	1	0	0
Gm28008	0	0	0	1
Mir7223	0	0	0	0
Gm27596	0	0	0	0
Gm27595	0	0	0	0
Gm27597	0	0	0	0
Gm27731	0	0	0	0
Gm27599	0	0	0	0
Gm27598	0	0	0	0
Mir7676-1	0	0	0	0
Mir6901	0	0	0	0
Gm27913	0	0	0	0
Gm27601	0	0	0	0
Gm27659	0	0	0	0
Gm27660	0	0	0	0
Gm25053	0	0	0	0
Mir7035	0	0	0	0
Gm27656	0	0	0	0
Mir6398	0	0	0	0
Mir6974	0	0	0	0
Gm17976	45	25	9	26
Gm28046	0	0	1	0
Gm27357	0	0	0	0
Mir6380	0	0	0	0
Gm27355	0	0	0	0
Gm27153	0	0	0	0
Gm27359	0	0	0	0
Mir6372	0	0	0	0
Gm27227	0	0	0	0
Mir7058	0	0	0	0
Gm27360	0	0	0	0
Gm27254	0	0	0	0
Gm27159	0	0	0	0
Rn7s1	632031	225600	148532	776260
Gm27924	0	0	0	0
Gm27456	0	0	0	0
Gm27457	0	0	0	0
Gm27162	1	0	1	3
Gm27176	2	0	2	3
Mir6394	0	0	0	0
Mir7240	0	0	0	0
Tcf24	11	18	16	12
Mir7013	0	0	0	0
2810039B14Rik	13	0	4	2
Mir7040	0	0	0	0
Mir378c	0	0	0	0
Gm27554	0	0	0	0
Gm27928	47	36	30	44
Gm28035	17	7	0	4
Mir7066	0	0	0	0
Mir7022	0	0	0	0
Mir6374	0	0	0	0
Mir7029	0	0	0	0
Gm27289	0	0	0	0
Mir7655	0	0	0	0
Gm27241	10	0	0	16
Gm27793	0	0	0	0
Gm27792	0	0	0	0
Gm27242	0	0	0	0
Zfp-ps	0	0	0	0
Gtpbp4-ps3	0	0	0	0
Gm27185	0	0	0	0
Mir6943	0	0	0	0
Mir7676-2	0	0	0	0
Mir7025	0	0	0	0
Gm28050	1	0	0	0
Mir7077	0	0	0	0
Mir7031	0	0	0	0
Gm27148	0	0	0	0
Mir6978	0	0	0	0
Gm27861	0	0	0	0
Mir8090	0	0	0	0
Mir8119	0	0	0	0
Mir8095	0	0	0	0
Mir7673	0	0	0	0
Gm27568	0	0	0	0
Gm27564	0	0	0	0
Mir7674	0	0	0	0
Mir7070	0	0	0	0
Mir8110	0	0	0	0
Mir7068	0	0	0	0
Mir7071	0	0	0	0
Gm27624	0	0	0	0
Mir7036b	0	0	0	0
Atf7	1273	1063	762	1238
Gm8151	0	0	0	0
Gm27622	0	0	0	0
Ranbp2-ps5	0	0	0	0
Gm27920	0	0	0	0
Gm27921	0	0	0	0
Mir7003	0	0	0	0
Mir7062	0	0	0	0
Mir7000	0	0	0	0
Gm19569	2	0	2	5
Mir6376	0	0	0	0
Mir6945	0	0	0	0
Gm27341	0	0	0	0
1110035H17Rik	10	5	17	13
Gm27337	0	0	0	0
Mir7653	0	0	0	0
Gm11983	0	0	0	0
Gm27901	0	0	0	0
Gm17087	0	0	0	1
Mir7007	0	0	0	0
Gm27899	0	0	0	0
Gm27898	0	0	0	0
Gm27979	0	0	0	0
Mir7115	0	0	0	0
Mir6951	0	0	0	0
Gm27369	0	0	0	0
Gm27406	0	0	0	0
Gm27405	0	0	0	0
Gm17190	0	0	0	0
Gm27404	0	0	0	0
Mir8092	0	0	0	0
Mir6546	0	0	0	0
Gm27193	0	0	0	0
Mir6965	0	0	0	0
Mir8117	0	0	0	0
Gm27322	0	0	0	0
Gm27321	0	0	1	0
Gm27320	0	0	0	0
Mir6382	0	0	0	0
Mir7076	0	0	0	0
Gm27602	0	0	0	0
Mir7074	0	0	0	0
Gm27604	0	0	0	0
Gm27605	0	0	0	0
Mir7018	0	0	0	0
Gm27607	0	0	0	0
Gm27608	0	0	0	0
Gm10603	54	39	45	67
Gm5746	0	0	0	0
1110028F18Rik	0	0	0	0
Mir7237	0	0	0	0
Mir6352	0	0	0	0
Mir8108	0	0	0	0
Gm27483	0	0	0	0
Gm27486	0	0	0	0
Mir8116	0	0	0	0
0610031O16Rik	0	0	0	0
Mir7081	0	0	0	0
Gm3331	0	0	0	0
Mir6370	0	0	0	0
Gm27243	0	0	0	0
Gm27803	0	0	0	0
Mir6969	0	0	0	0
Mir7671	0	0	0	0
Gm27306	0	0	0	0
Gm27805	0	0	0	0
Gm27804	0	0	0	0
Mir6368	0	0	0	0
Gm27801	0	0	0	0
Mir6415	0	0	0	0
Mir6419	0	0	0	0
Gm27168	0	0	0	0
Mir7660	0	0	0	0
Mir6940	0	0	0	0
Gm27715	0	0	0	0
Gm27717	0	0	0	0
Mir7j	0	0	0	0
5730403I07Rik	1	0	0	2
Mir3620	0	0	0	0
Gm27985	0	0	0	0
Mir6406	0	0	0	0
Mir6238	0	0	0	0
Gm8669	0	0	0	0
Gm27980	0	0	0	0
Mir6956	0	0	0	0
Mir6905	0	0	0	0
Gm8676	0	0	0	0
Gm27881	0	0	0	0
Mir6337	0	0	0	0
Mir7662	0	0	0	0
Gm27878	0	0	0	0
Gm27248	0	0	0	0
Gm27875	0	0	0	0
Gm27188	0	0	0	0
Gm27375	0	0	0	0
Gm27373	0	0	0	0
Gm27374	0	0	0	0
Mir1258	0	0	0	0
Mir7034	0	0	0	0
Obox4-ps39	0	0	0	0
Mir7012	0	0	0	0
Mir7019	0	0	0	0
Gm27187	0	0	0	0
Mir7017	0	0	0	0
Mir6389	0	0	0	0
Gm27943	0	0	0	0
Gm27944	0	0	0	0
Gm27942	0	0	0	0
Gm10637	0	0	0	0
Gm27940	0	0	0	0
Gm27941	0	0	0	0
Mir7051	0	0	0	0
Gm27684	0	0	0	0
Mir7033	0	0	0	0
Gm27686	0	0	0	0
Mir6365	0	0	0	0
Gm27682	0	0	0	0
Obox8	0	0	0	0
Mir5124b	0	0	0	0
Gm27680	0	0	0	0
Gm27220	0	0	0	0
Mir6371	0	0	0	0
Mir7213	0	0	0	0
Mir7221	0	0	0	0
Gm27379	0	0	0	0
Mir8104	0	0	0	0
Mir7091	0	0	0	0
Mir8114	0	0	0	0
Gm28018	0	0	0	0
Gm27383	0	0	0	0
Mir6989	0	0	0	0
Gm27884	0	0	0	0
Gm27883	0	0	0	0
Gm27882	0	0	0	0
Mir668	0	0	0	0
Mir7216	0	0	0	0
Mir7001	0	0	0	0
Gm27155	0	0	0	0
Gm27539	0	0	0	0
Gm18852	96	32	100	53
Obox4-ps3	0	0	0	0
Gm27538	0	0	0	0
Gm27542	0	0	0	4
Mir8098	0	0	0	0
Gm27540	0	0	0	0
Gm27541	0	0	0	0
Gm27543	0	0	0	0
Rn7s2	9785	194451	246369	15164
Gm27265	0	0	0	0
Gm7863	0	0	0	1
Mir7030	0	0	0	0
Gm27266	0	0	0	0
Gm27165	0	0	0	0
Mir6342	0	0	0	0
Mir7047	0	0	0	0
Mir6922	0	0	0	0
Mir6954	0	0	0	0
Mir6984	0	0	0	0
Gm27772	0	0	0	0
Mir6411	0	0	0	0
1700063H06Rik	0	0	0	0
Mir6955	0	0	0	0
Gm27773	0	0	0	0
Calm5	0	0	0	0
Gm27454	0	0	0	0
Mir7093	0	0	0	0
Gm27452	0	0	0	0
Gm27218	0	0	0	0
Mir8107	0	0	0	0
Gm27228	0	0	0	0
Mir6408	0	0	0	0
Gm27991	0	0	1	2
Mir6912	0	0	0	0
Mir7026	0	0	0	0
Gm27989	0	0	0	0
Mir7235	0	0	0	0
Gm27987	0	0	0	0
Mir6403	0	0	0	0
Mir6985	0	0	0	0
Rnu3b3	544	169	0	1235
Mir6916	0	0	0	0
Mir6366	0	0	0	0
Gm11214	0	0	0	0
Gm27718	0	0	0	0
Ranbp2-ps6	0	0	0	0
Gm27722	0	0	0	0
Mir6356	0	0	0	0
Mir3473e	0	0	0	0
Gm27421	0	0	0	0
Gm27458	0	0	0	0
Gm27420	0	0	0	0
Gm27419	0	0	0	0
Mir6367	0	0	0	0
Mir7085	0	0	0	0
Gm19427	0	3	0	1
Mir6244	0	0	0	0
Gm27733	0	0	0	0
Gm27152	0	0	0	0
Gm27734	0	0	0	0
Gm27175	0	0	0	0
Gm27796	0	0	0	0
Gm27610	0	0	0	0
Gm27735	0	0	0	0
Mir7648	0	0	0	0
Mir7664	0	0	0	0
Mir6404	0	0	0	0
Gm28017	0	0	0	0
Gm28016	0	0	0	0
Mir8115	0	0	0	0
Gm19014	0	0	0	0
Mir21c	0	0	0	0
Gm28011	0	0	0	0
Gm28052	0	0	0	0
Mir7053	0	0	0	0
Mir7239	0	0	0	0
Gm27502	0	0	0	0
Gm26379	0	0	0	0
Gm29635	0	0	0	0
Gm29348	0	0	0	0
Gm29486	3	0	0	0
2810030D12Rik	2	0	0	3
Gm21751	0	0	0	0
Gm29540	2	0	0	0
Gm29090	0	0	0	0
Gm18180	8	7	0	0
Gm28836	0	0	0	0
Gm6669	0	0	0	0
Gm20895	0	0	0	0
Gm28093	0	0	0	0
Gm28132	0	0	0	0
1700047G03Rik	2	0	0	3
Gm29623	0	0	0	0
Gm28776	0	0	0	0
Gm28920	0	0	0	0
1700031M16Rik	0	0	0	0
1700124L16Rik	5	5	2	4
Gm29342	0	0	0	0
Olfr1248	0	0	0	0
Scgb1b1-ps	0	0	0	0
Gm28934	0	0	0	0
1700022H16Rik	0	0	0	0
